FieldID	Field	action
131669	Source of report of K75 (other inflammatory liver diseases)	added
131671	Source of report of K76 (other diseases of liver)	added
131673	Source of report of K77 (liver disorders in diseases classified elsewhere)	added
131675	Source of report of K80 (cholelithiasis)	added
131677	Source of report of K81 (cholecystitis)	added
131679	Source of report of K82 (other diseases of gallbladder)	added
131681	Source of report of K83 (other diseases of biliary tract)	added
131683	Source of report of K85 (acute pancreatitis)	added
131685	Source of report of K86 (other diseases of pancreas)	added
131687	Source of report of K87 (disorders of gallbladder, biliary tract and pancreas in diseases classified elsewhere)	added
131689	Source of report of K90 (intestinal malabsorption)	added
131691	Source of report of K91 (postprocedural disorders of digestive system, not elsewhere classified)	added
131693	Source of report of K92 (other diseases of digestive system)	added
131695	Source of report of K93 (disorders of other digestive organs in diseases classified elsewhere)	added
131697	Source of report of L00 (staphylococcal scalded skin syndrome)	added
131699	Source of report of L01 (impetigo)	added
131701	Source of report of L02 (cutaneous abscess, furuncle and carbuncle)	added
131703	Source of report of L03 (cellulitis)	added
131705	Source of report of L04 (acute lymphadenitis)	added
131707	Source of report of L05 (pilonidal cyst)	added
131709	Source of report of L08 (other local infections of skin and subcutaneous tissue)	added
131711	Source of report of L10 (pemphigus)	added
131713	Source of report of L11 (other acantholytic disorders)	added
131715	Source of report of L12 (pemphigoid)	added
131717	Source of report of L13 (other bullous disorders)	added
131719	Source of report of L14 (bullous disorders in diseases classified elsewhere)	added
131721	Source of report of L20 (atopic dermatitis)	added
131723	Source of report of L21 (seborrhoeic dermatitis)	added
131725	Source of report of L22 (diaper [napkin] dermatitis)	added
131727	Source of report of L23 (allergic contact dermatitis)	added
131729	Source of report of L24 (irritant contact dermatitis)	added
131731	Source of report of L25 (unspecified contact dermatitis)	added
131733	Source of report of L26 (exfoliative dermatitis)	added
131735	Source of report of L27 (dermatitis due to substances taken internally)	added
131737	Source of report of L28 (lichen simplex chronicus and prurigo)	added
131739	Source of report of L29 (pruritus)	added
131741	Source of report of L30 (other dermatitis)	added
131743	Source of report of L40 (psoriasis)	added
131745	Source of report of L41 (parapsoriasis)	added
131747	Source of report of L42 (pityriasis rosea)	added
131749	Source of report of L43 (lichen planus)	added
131751	Source of report of L44 (other papulosquamous disorders)	added
131755	Source of report of L50 (urticaria)	added
131757	Source of report of L51 (erythema multiforme)	added
131759	Source of report of L52 (erythema nodosum)	added
131761	Source of report of L53 (other erythematous conditions)	added
131763	Source of report of L54 (erythema in diseases classified elsewhere)	added
131765	Source of report of L55 (sunburn)	added
131767	Source of report of L56 (other acute skin changes due to ultraviolet radiation)	added
131769	Source of report of L57 (skin changes due to chronic exposure to nonionising radiation)	added
131771	Source of report of L58 (radiodermatitis)	added
131773	Source of report of L59 (other disorders of skin and subcutaneous tissue related to radiation)	added
131775	Source of report of L60 (nail disorders)	added
131777	Source of report of L62 (nail disorders in diseases classified elsewhere)	added
131779	Source of report of L63 (alopecia areata)	added
131781	Source of report of L64 (androgenic alopecia)	added
131783	Source of report of L65 (other nonscarring hair loss)	added
131785	Source of report of L66 (cicatricial alopecia [scarring hair loss])	added
131787	Source of report of L67 (hair colour and hair shaft abnormalities)	added
131789	Source of report of L68 (hypertrichosis)	added
131791	Source of report of L70 (acne)	added
131793	Source of report of L71 (rosacea)	added
131795	Source of report of L72 (follicular cysts of skin and subcutaneous tissue)	added
131797	Source of report of L73 (other follicular disorders)	added
131799	Source of report of L74 (eccrine sweat disorders)	added
131801	Source of report of L75 (apocrine sweat disorders)	added
131803	Source of report of L80 (vitiligo)	added
131805	Source of report of L81 (other disorders of pigmentation)	added
131807	Source of report of L82 (seborrhoeic keratosis)	added
131809	Source of report of L83 (acanthosis nigricans)	added
131811	Source of report of L84 (corns and callosities)	added
131813	Source of report of L85 (other epidermal thickening)	added
131815	Source of report of L86 (keratoderma in diseases classified elsewhere)	added
131817	Source of report of L87 (transepidermal elimination disorders)	added
131819	Source of report of L88 (pyoderma gangrenosum)	added
131821	Source of report of L89 (decubitus ulcer)	added
131823	Source of report of L90 (atrophic disorders of skin)	added
131825	Source of report of L91 (hypertrophic disorders of skin)	added
131827	Source of report of L92 (granulomatous disorders of skin and subcutaneous tissue)	added
131829	Source of report of L93 (lupus erythematosus)	added
131831	Source of report of L94 (other localised connective tissue disorders)	added
131833	Source of report of L95 (vasculitis limited to skin, not elsewhere classified)	added
131835	Source of report of L97 (ulcer of lower limb, not elsewhere classified)	added
131837	Source of report of L98 (other disorders of skin and subcutaneous tissue, not elsewhere classified)	added
131839	Source of report of L99 (other disorders of skin and subcutaneous tissue in diseases classified elsewhere)	added
131841	Source of report of M00 (pyogenic arthritis)	added
131843	Source of report of M01 (direct infections of joint in infectious and parasitic diseases classified elsewhere)	added
131845	Source of report of M02 (reactive arthropathies)	added
131847	Source of report of M03 (postinfective and reactive arthropathies in diseases classified elsewhere)	added
131849	Source of report of M05 (seropositive rheumatoid arthritis)	added
131851	Source of report of M06 (other rheumatoid arthritis)	added
131853	Source of report of M07 (psoriatic and enteropathic arthropathies)	added
131855	Source of report of M08 (juvenile arthritis)	added
131859	Source of report of M10 (gout)	added
131861	Source of report of M11 (other crystal arthropathies)	added
131863	Source of report of M12 (other specific arthropathies)	added
131865	Source of report of M13 (other arthritis)	added
131867	Source of report of M14 (arthropathies in other diseases classified elsewhere)	added
131869	Source of report of M15 (polyarthrosis)	added
131871	Source of report of M16 (coxarthrosis [arthrosis of hip])	added
131873	Source of report of M17 (gonarthrosis [arthrosis of knee])	added
131875	Source of report of M18 (arthrosis of first carpometacarpal joint)	added
131877	Source of report of M19 (other arthrosis)	added
131879	Source of report of M20 (acquired deformities of fingers and toes)	added
131881	Source of report of M21 (other acquired deformities of limbs)	added
131883	Source of report of M22 (disorders of patella)	added
131885	Source of report of M23 (internal derangement of knee)	added
131887	Source of report of M24 (other specific joint derangements)	added
131889	Source of report of M25 (other joint disorders, not elsewhere classified)	added
131891	Source of report of M30 (polyarteritis nodosa and related conditions)	added
131893	Source of report of M31 (other necrotising vasculopathies)	added
131895	Source of report of M32 (systemic lupus erythematosus)	added
131897	Source of report of M33 (dermatopolymyositis)	added
131899	Source of report of M34 (systemic sclerosis)	added
131901	Source of report of M35 (other systemic involvement of connective tissue)	added
131903	Source of report of M36 (systemic disorders of connective tissue in diseases classified elsewhere)	added
131905	Source of report of M40 (kyphosis and lordosis)	added
131907	Source of report of M41 (scoliosis)	added
131909	Source of report of M42 (spinal osteochondrosis)	added
131911	Source of report of M43 (other deforming dorsopathies)	added
131913	Source of report of M45 (ankylosing spondylitis)	added
131915	Source of report of M46 (other inflammatory spondylopathies)	added
131917	Source of report of M47 (spondylosis)	added
131919	Source of report of M48 (other spondylopathies)	added
131921	Source of report of M49 (spondylopathies in diseases classified elsewhere)	added
131923	Source of report of M50 (cervical disk disorders)	added
131925	Source of report of M51 (other intervertebral disk disorders)	added
131927	Source of report of M53 (other dorsopathies, not elsewhere classified)	added
131929	Source of report of M54 (dorsalgia)	added
131931	Source of report of M60 (myositis)	added
131933	Source of report of M61 (calcification and ossification of muscle)	added
131935	Source of report of M62 (other disorders of muscle)	added
131937	Source of report of M63 (disorders of muscle in diseases classified elsewhere)	added
131939	Source of report of M65 (synovitis and tenosynovitis)	added
131941	Source of report of M66 (spontaneous rupture of synovium and tendon)	added
131943	Source of report of M67 (other disorders of synovium and tendon)	added
131945	Source of report of M68 (disorders of synovium and tendon in diseases classified elsewhere)	added
131947	Source of report of M70 (soft tissue disorders related to use, overuse and pressure)	added
131949	Source of report of M71 (other bursopathies)	added
131951	Source of report of M72 (fibroblastic disorders)	added
131953	Source of report of M73 (soft tissue disorders in diseases classified elsewhere)	added
131955	Source of report of M75 (shoulder lesions)	added
131957	Source of report of M76 (enthesopathies of lower limb, excluding foot)	added
131959	Source of report of M77 (other enthesopathies)	added
131961	Source of report of M79 (other soft tissue disorders, not elsewhere classified)	added
131963	Source of report of M80 (osteoporosis with pathological fracture)	added
131965	Source of report of M81 (osteoporosis without pathological fracture)	added
131967	Source of report of M82 (osteoporosis in diseases classified elsewhere)	added
131969	Source of report of M83 (adult osteomalacia)	added
131971	Source of report of M84 (disorders of continuity of bone)	added
131973	Source of report of M85 (other disorders of bone density and structure)	added
131975	Source of report of M86 (osteomyelitis)	added
131977	Source of report of M87 (osteonecrosis)	added
131979	Source of report of M88 (paget's disease of bone [osteitis deformans])	added
131981	Source of report of M89 (other disorders of bone)	added
131983	Source of report of M90 (osteopathies in diseases classified elsewhere)	added
131985	Source of report of M91 (juvenile osteochondrosis of hip and pelvis)	added
131987	Source of report of M92 (other juvenile osteochondrosis)	added
131989	Source of report of M93 (other osteochondropathies)	added
131991	Source of report of M94 (other disorders of cartilage)	added
131993	Source of report of M95 (other acquired deformities of musculoskeletal system and connective tissue)	added
131995	Source of report of M96 (postprocedural musculoskeletal disorders, not elsewhere classified)	added
131997	Source of report of M99 (biomechanical lesions, not elsewhere classified)	added
131999	Source of report of N00 (acute nephritic syndrome)	added
132001	Source of report of N01 (rapidly progressive nephritic syndrome)	added
132003	Source of report of N02 (recurrent and persistent haematuria)	added
132005	Source of report of N03 (chronic nephritic syndrome)	added
132007	Source of report of N04 (nephrotic syndrome)	added
132009	Source of report of N05 (unspecified nephritic syndrome)	added
132011	Source of report of N06 (isolated proteinuria with specified morphological lesion)	added
132013	Source of report of N07 (hereditary nephropathy, not elsewhere classified)	added
132015	Source of report of N08 (glomerular disorders in diseases classified elsewhere)	added
132017	Source of report of N10 (acute tubulo-interstitial nephritis)	added
132019	Source of report of N11 (chronic tubulo-interstitial nephritis)	added
132021	Source of report of N12 (tubulo-interstitial nephritis, not specified as acute or chronic)	added
132023	Source of report of N13 (obstructive and reflux uropathy)	added
132025	Source of report of N14 (drug- and heavy-metal-induced tubulo-interstitial and tubular conditions)	added
132027	Source of report of N15 (other renal tubulo-interstitial diseases)	added
132029	Source of report of N16 (renal tubulo-interstitial disorders in diseases classified elsewhere)	added
132031	Source of report of N17 (acute renal failure)	added
132033	Source of report of N18 (chronic renal failure)	added
132035	Source of report of N19 (unspecified renal failure)	added
132037	Source of report of N20 (calculus of kidney and ureter)	added
132039	Source of report of N21 (calculus of lower urinary tract)	added
132041	Source of report of N22 (calculus of urinary tract in diseases classified elsewhere)	added
132043	Source of report of N23 (unspecified renal colic)	added
132045	Source of report of N25 (disorders resulting from impaired renal tubular function)	added
132047	Source of report of N26 (unspecified contracted kidney)	added
132049	Source of report of N27 (small kidney of unknown cause)	added
132051	Source of report of N28 (other disorders of kidney and ureter, not elsewhere classified)	added
132053	Source of report of N29 (other disorders of kidney and ureter in diseases classified elsewhere)	added
132055	Source of report of N30 (cystitis)	added
132057	Source of report of N31 (neuromuscular dysfunction of bladder, not elsewhere classified)	added
132059	Source of report of N32 (other disorders of bladder)	added
132061	Source of report of N33 (bladder disorders in diseases classified elsewhere)	added
132063	Source of report of N34 (urethritis and urethral syndrome)	added
132065	Source of report of N35 (urethral stricture)	added
132067	Source of report of N36 (other disorders of urethra)	added
132069	Source of report of N37 (urethral disorders in diseases classified elsewhere)	added
132071	Source of report of N39 (other disorders of urinary system)	added
132073	Source of report of N40 (hyperplasia of prostate)	added
132075	Source of report of N41 (inflammatory diseases of prostate)	added
132077	Source of report of N42 (other disorders of prostate)	added
132079	Source of report of N43 (hydrocele and spermatocele)	added
132081	Source of report of N44 (torsion of testis)	added
132083	Source of report of N45 (orchitis and epididymitis)	added
132085	Source of report of N46 (male infertility)	added
132087	Source of report of N47 (redundant prepuce, phimosis and paraphimosis)	added
132089	Source of report of N48 (other disorders of penis)	added
132091	Source of report of N49 (inflammatory disorders of male genital organs, not elsewhere classified)	added
132093	Source of report of N50 (other disorders of male genital organs)	added
132095	Source of report of N51 (disorders of male genital organs in diseases classified elsewhere)	added
132097	Source of report of N60 (benign mammary dysplasia)	added
132099	Source of report of N61 (inflammatory disorders of breast)	added
132101	Source of report of N62 (hypertrophy of breast)	added
132103	Source of report of N63 (unspecified lump in breast)	added
132105	Source of report of N64 (other disorders of breast)	added
132107	Source of report of N70 (salpingitis and oophoritis)	added
132109	Source of report of N71 (inflammatory disease of uterus, except cervix)	added
132111	Source of report of N72 (inflammatory disease of cervix uteri)	added
132113	Source of report of N73 (other female pelvic inflammatory diseases)	added
132115	Source of report of N74 (female pelvic inflammatory disorders in diseases classified elsewhere)	added
132117	Source of report of N75 (diseases of bartholin's gland)	added
132119	Source of report of N76 (other inflammation of vagina and vulva)	added
132121	Source of report of N77 (vulvovaginal ulceration and inflammation in diseases classified elsewhere)	added
132123	Source of report of N80 (endometriosis)	added
132125	Source of report of N81 (female genital prolapse)	added
132127	Source of report of N82 (fistulae involving female genital tract)	added
132129	Source of report of N83 (noninflammatory disorders of ovary, fallopian tube and broad ligament)	added
132131	Source of report of N84 (polyp of female genital tract)	added
132133	Source of report of N85 (other noninflammatory disorders of uterus, except cervix)	added
132135	Source of report of N86 (erosion and ectropion of cervix uteri)	added
132137	Source of report of N87 (dysplasia of cervix uteri)	added
132139	Source of report of N88 (other noninflammatory disorders of cervix uteri)	added
132141	Source of report of N89 (other noninflammatory disorders of vagina)	added
132143	Source of report of N90 (other noninflammatory disorders of vulva and perineum)	added
132145	Source of report of N91 (absent, scanty and rare menstruation)	added
132147	Source of report of N92 (excessive, frequent and irregular menstruation)	added
132149	Source of report of N93 (other abnormal uterine and vaginal bleeding)	added
132151	Source of report of N94 (pain and other conditions associated with female genital organs and menstrual cycle)	added
132153	Source of report of N95 (menopausal and other perimenopausal disorders)	added
132155	Source of report of N96 (habitual aborter)	added
132157	Source of report of N97 (female infertility)	added
132159	Source of report of N98 (complications associated with artificial fertilisation)	added
132161	Source of report of N99 (postprocedural disorders of genito-urinary system, not elsewhere classified)	added
132163	Source of report of O00 (ectopic pregnancy)	added
132165	Source of report of O01 (hydatidiform mole)	added
132167	Source of report of O02 (other abnormal products of conception)	added
132169	Source of report of O03 (spontaneous abortion)	added
132171	Source of report of O04 (medical abortion)	added
132173	Source of report of O05 (other abortion)	added
132175	Source of report of O06 (unspecified abortion)	added
132177	Source of report of O07 (failed attempted abortion)	added
132179	Source of report of O08 (complications following abortion and ectopic and molar pregnancy)	added
132181	Source of report of O10 (pre-existing hypertension complicating pregnancy, childbirth and the puerperium)	added
132183	Source of report of O11 (pre-existing hypertensive disorder with superimposed proteinuria)	added
132185	Source of report of O12 (gestational [pregnancy-induced] oedema and proteinuria without hypertension)	added
132187	Source of report of O13 (gestational [pregnancy-induced] hypertension without significant proteinuria)	added
132189	Source of report of O14 (gestational [pregnancy-induced] hypertension with significant proteinuria)	added
132191	Source of report of O15 (eclampsia)	added
132193	Source of report of O16 (unspecified maternal hypertension)	added
132195	Source of report of O20 (haemorrhage in early pregnancy)	added
132197	Source of report of O21 (excessive vomiting in pregnancy)	added
132199	Source of report of O22 (venous complications in pregnancy)	added
132201	Source of report of O23 (infections of genito-urinary tract in pregnancy)	added
132203	Source of report of O24 (diabetes mellitus in pregnancy)	added
132205	Source of report of O25 (malnutrition in pregnancy)	added
132207	Source of report of O26 (maternal care for other conditions predominantly related to pregnancy)	added
132209	Source of report of O28 (abnormal findings on antenatal screening of mother)	added
132211	Source of report of O29 (complications of anaesthesia during pregnancy)	added
132213	Source of report of O30 (multiple gestation)	added
132215	Source of report of O31 (complications specific to multiple gestation)	added
132217	Source of report of O32 (maternal care for known or suspected malpresentation of foetus)	added
132219	Source of report of O33 (maternal care for known or suspected disproportion)	added
132221	Source of report of O34 (maternal care for known or suspected abnormality of pelvic organs)	added
132223	Source of report of O35 (maternal care for known or suspected foetal abnormality and damage)	added
132225	Source of report of O36 (maternal care for other known or suspected foetal problems)	added
132227	Source of report of O40 (polyhydramnios)	added
132229	Source of report of O41 (other disorders of amniotic fluid and membranes)	added
132231	Source of report of O42 (premature rupture of membranes)	added
132233	Source of report of O43 (placental disorders)	added
132235	Source of report of O44 (placenta praevia)	added
132237	Source of report of O45 (premature separation of placenta [abruptio placentae])	added
132239	Source of report of O46 (antepartum haemorrhage, not elsewhere classified)	added
132241	Source of report of O47 (false labour)	added
132243	Source of report of O48 (prolonged pregnancy)	added
132245	Source of report of O60 (preterm delivery)	added
132247	Source of report of O61 (failed induction of labour)	added
132249	Source of report of O62 (abnormalities of forces of labour)	added
132251	Source of report of O63 (long labour)	added
132253	Source of report of O64 (obstructed labour due to malposition and malpresentation of foetus)	added
132255	Source of report of O65 (obstructed labour due to maternal pelvic abnormality)	added
132257	Source of report of O66 (other obstructed labour)	added
132259	Source of report of O67 (labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified)	added
132261	Source of report of O68 (labour and delivery complicated by foetal stress [distress])	added
132263	Source of report of O69 (labour and delivery complicated by umbilical cord complications)	added
132265	Source of report of O70 (perineal laceration during delivery)	added
132267	Source of report of O71 (other obstetric trauma)	added
132269	Source of report of O72 (postpartum haemorrhage)	added
132271	Source of report of O73 (retained placenta and membranes, without haemorrhage)	added
132273	Source of report of O74 (complications of anaesthesia during labour and delivery)	added
132275	Source of report of O75 (other complications of labour and delivery, not elsewhere classified)	added
132277	Source of report of O80 (single spontaneous delivery)	added
132279	Source of report of O81 (single delivery by forceps and vacuum extractor)	added
132281	Source of report of O82 (single delivery by caesarean section)	added
132283	Source of report of O83 (other assisted single delivery)	added
132285	Source of report of O84 (multiple delivery)	added
132287	Source of report of O85 (puerperal sepsis)	added
132289	Source of report of O86 (other puerperal infections)	added
132291	Source of report of O87 (venous complications in the puerperium)	added
132293	Source of report of O88 (obstetric embolism)	added
132295	Source of report of O89 (complications of anaesthesia during the puerperium)	added
132297	Source of report of O90 (complications of the puerperium, not elsewhere classified)	added
132299	Source of report of O91 (infections of breast associated with childbirth)	added
132301	Source of report of O92 (other disorders of breast and lactation associated with childbirth)	added
132303	Source of report of O94 (sequelae of complication of pregnancy, childbirth and the puerperium)	added
132307	Source of report of O96 (death from any obstetric cause occurring more than 42 days but less than one year after delivery)	added
132311	Source of report of O98 (maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium)	added
132313	Source of report of O99 (other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium)	added
132315	Source of report of P00 (foetus and newborn affected by maternal conditions that may be unrelated to present pregnancy)	added
132319	Source of report of P02 (foetus and newborn affected by complications of placenta, cord and membranes)	added
132321	Source of report of P03 (foetus and newborn affected by other complications of labour and delivery)	added
132323	Source of report of P04 (foetus and newborn affected by noxious influences transmitted via placenta or breast milk)	added
132325	Source of report of P05 (slow foetal growth and foetal malnutrition)	added
132327	Source of report of P07 (disorders related to short gestation and low birth weight, not elsewhere classified)	added
132329	Source of report of P08 (disorders related to long gestation and high birth weight)	added
132331	Source of report of P10 (intracranial laceration and haemorrhage due to birth injury)	added
132333	Source of report of P11 (other birth injuries to central nervous system)	added
132335	Source of report of P12 (birth injury to scalp)	added
132337	Source of report of P13 (birth injury to skeleton)	added
132339	Source of report of P14 (birth injury to peripheral nervous system)	added
132341	Source of report of P15 (other birth injuries)	added
132343	Source of report of P20 (intra-uterine hypoxia)	added
132345	Source of report of P21 (birth asphyxia)	added
132347	Source of report of P22 (respiratory distress of newborn)	added
132349	Source of report of P23 (congenital pneumonia)	added
132351	Source of report of P24 (neonatal aspiration syndromes)	added
132353	Source of report of P25 (interstitial emphysema and related conditions originating in the perinatal period)	added
132355	Source of report of P26 (pulmonary haemorrhage originating in the perinatal period)	added
132357	Source of report of P27 (chronic respiratory disease originating in the perinatal period)	added
132359	Source of report of P28 (other respiratory conditions originating in the perinatal period)	added
132361	Source of report of P29 (cardiovascular disorders originating in the perinatal period)	added
132363	Source of report of P35 (congenital viral diseases)	added
132365	Source of report of P36 (bacterial sepsis of newborn)	added
132367	Source of report of P37 (other congenital infectious and parasitic diseases)	added
132369	Source of report of P38 (omphalitis of newborn with or without mild haemorrhage)	added
132371	Source of report of P39 (other infections specific to the perinatal period)	added
132373	Source of report of P50 (foetal blood loss)	added
132375	Source of report of P51 (umbilical haemorrhage of newborn)	added
132377	Source of report of P52 (intracranial nontraumatic haemorrhage of foetus and newborn)	added
132379	Source of report of P53 (haemorrhagic disease of foetus and newborn)	added
132381	Source of report of P54 (other neonatal haemorrhages)	added
132383	Source of report of P55 (haemolytic disease of foetus and newborn)	added
132389	Source of report of P58 (neonatal jaundice due to other excessive haemolysis)	added
132391	Source of report of P59 (neonatal jaundice from other and unspecified causes)	added
132395	Source of report of P61 (other perinatal haematological disorders)	added
132397	Source of report of P70 (transitory disorders of carbohydrate metabolism specific to foetus and newborn)	added
132399	Source of report of P71 (transitory neonatal disorders of calcium and magnesium metabolism)	added
132411	Source of report of P78 (other perinatal digestive system disorders)	added
132417	Source of report of P83 (other conditions of integument specific to foetus and newborn)	added
132421	Source of report of P91 (other disturbances of cerebral status of newborn)	added
132423	Source of report of P92 (feeding problems of newborn)	added
132427	Source of report of P94 (disorders of muscle tone of newborn)	added
132429	Source of report of P95 (foetal death of unspecified cause)	added
132431	Source of report of P96 (other conditions originating in the perinatal period)	added
132433	Source of report of Q00 (anencephaly and similar malformations)	added
132435	Source of report of Q01 (encephalocele)	added
132437	Source of report of Q02 (microcephaly)	added
132439	Source of report of Q03 (congenital hydrocephalus)	added
132441	Source of report of Q04 (other congenital malformations of brain)	added
132443	Source of report of Q05 (spina bifida)	added
132445	Source of report of Q06 (other congenital malformations of spinal cord)	added
132447	Source of report of Q07 (other congenital malformations of nervous system)	added
132449	Source of report of Q10 (congenital malformations of eyelid, lachrymal apparatus and orbit)	added
132451	Source of report of Q11 (anophthalmos, microphthalmos and macrophthalmos)	added
132453	Source of report of Q12 (congenital lens malformations)	added
132455	Source of report of Q13 (congenital malformations of anterior segment of eye)	added
132457	Source of report of Q14 (congenital malformations of posterior segment of eye)	added
132459	Source of report of Q15 (other congenital malformations of eye)	added
132461	Source of report of Q16 (congenital malformations of ear causing impairment of hearing)	added
132463	Source of report of Q17 (other congenital malformations of ear)	added
132465	Source of report of Q18 (other congenital malformations of face and neck)	added
132467	Source of report of Q20 (congenital malformations of cardiac chambers and connexions)	added
132469	Source of report of Q21 (congenital malformations of cardiac septa)	added
132471	Source of report of Q22 (congenital malformations of pulmonary and tricuspid valves)	added
132473	Source of report of Q23 (congenital malformations of aortic and mitral valves)	added
132475	Source of report of Q24 (other congenital malformations of heart)	added
132477	Source of report of Q25 (congenital malformations of great arteries)	added
132479	Source of report of Q26 (congenital malformations of great veins)	added
132481	Source of report of Q27 (other congenital malformations of peripheral vascular system)	added
132483	Source of report of Q28 (other congenital malformations of circulatory system)	added
132485	Source of report of Q30 (congenital malformations of nose)	added
132487	Source of report of Q31 (congenital malformations of larynx)	added
132489	Source of report of Q32 (congenital malformations of trachea and bronchus)	added
132491	Source of report of Q33 (congenital malformations of lung)	added
132493	Source of report of Q34 (other congenital malformations of respiratory system)	added
132495	Source of report of Q35 (cleft palate)	added
132497	Source of report of Q36 (cleft lip)	added
132499	Source of report of Q37 (cleft palate with cleft lip)	added
132501	Source of report of Q38 (other congenital malformations of tongue, mouth and pharynx)	added
132503	Source of report of Q39 (congenital malformations of oesophagus)	added
132505	Source of report of Q40 (other congenital malformations of upper alimentary tract)	added
132507	Source of report of Q41 (congenital absence, atresia and stenosis of small intestine)	added
132509	Source of report of Q42 (congenital absence, atresia and stenosis of large intestine)	added
132511	Source of report of Q43 (other congenital malformations of intestine)	added
132513	Source of report of Q44 (congenital malformations of gallbladder, bile ducts and liver)	added
132515	Source of report of Q45 (other congenital malformations of digestive system)	added
132517	Source of report of Q50 (congenital malformations of ovaries, fallopian tubes and broad ligaments)	added
132519	Source of report of Q51 (congenital malformations of uterus and cervix)	added
132521	Source of report of Q52 (other congenital malformations of female genitalia)	added
132523	Source of report of Q53 (undescended testicle)	added
132525	Source of report of Q54 (hypospadias)	added
132527	Source of report of Q55 (other congenital malformations of male genital organs)	added
132529	Source of report of Q56 (indeterminate sex and pseudohermaphroditism)	added
132531	Source of report of Q60 (renal agenesis and other reduction defects of kidney)	added
132533	Source of report of Q61 (cystic kidney disease)	added
132535	Source of report of Q62 (congenital obstructive defects of renal pelvis and congenital malformations of ureter)	added
132537	Source of report of Q63 (other congenital malformations of kidney)	added
132539	Source of report of Q64 (other congenital malformations of urinary system)	added
132541	Source of report of Q65 (congenital deformities of hip)	added
132543	Source of report of Q66 (congenital deformities of feet)	added
132545	Source of report of Q67 (congenital musculoskeletal deformities of head, face, spine and chest)	added
132547	Source of report of Q68 (other congenital musculoskeletal deformities)	added
132549	Source of report of Q69 (polydactyly)	added
132551	Source of report of Q70 (syndactyly)	added
132553	Source of report of Q71 (reduction defects of upper limb)	added
132555	Source of report of Q72 (reduction defects of lower limb)	added
132557	Source of report of Q73 (reduction defects of unspecified limb)	added
132559	Source of report of Q74 (other congenital malformations of limb(s))	added
132561	Source of report of Q75 (other congenital malformations of skull and face bones)	added
132563	Source of report of Q76 (congenital malformations of spine and bony thorax)	added
132565	Source of report of Q77 (osteochondrodysplasia with defects of growth of tubular bones and spine)	added
132567	Source of report of Q78 (other osteochondrodysplasias)	added
132569	Source of report of Q79 (congenital malformations of musculoskeletal system, not elsewhere classified)	added
132571	Source of report of Q80 (congenital ichthyosis)	added
132573	Source of report of Q81 (epidermolysis bullosa)	added
132575	Source of report of Q82 (other congenital malformations of skin)	added
132577	Source of report of Q83 (congenital malformations of breast)	added
132579	Source of report of Q84 (other congenital malformations of integument)	added
132581	Source of report of Q85 (phakomatoses, not elsewhere classified)	added
132583	Source of report of Q86 (congenital malformation syndromes due to known exogenous causes, not elsewhere classified)	added
132585	Source of report of Q87 (other specified congenital malformation syndromes affecting multiple systems)	added
132587	Source of report of Q89 (other congenital malformations, not elsewhere classified)	added
132589	Source of report of Q90 (down's syndrome)	added
132591	Source of report of Q91 (edwards' syndrome and patau's syndrome)	added
132593	Source of report of Q92 (other trisomies and partial trisomies of the autosomes, not elsewhere classified)	added
132595	Source of report of Q93 (monosomies and deletions from the autosomes, not elsewhere classified)	added
132597	Source of report of Q95 (balanced rearrangements and structural markers, not elsewhere classified)	added
132599	Source of report of Q96 (turner's syndrome)	added
132601	Source of report of Q97 (other sex chromosome abnormalities, female phenotype, not elsewhere classified)	added
132603	Source of report of Q98 (other sex chromosome abnormalities, male phenotype, not elsewhere classified)	added
132605	Source of report of Q99 (other chromosome abnormalities, not elsewhere classified)	added
20024	Job code - deduced	removed
41066	"Episodes containing """"""""""""""""Number of weeks of gestation"""""""""""""""" data"	removed
41067	"Episodes containing """"""""""""""""Delivery place"""""""""""""""" data"	removed
41068	"Episodes containing """"""""""""""""Delivery method"""""""""""""""" data"	removed
41069	"Episodes containing """"""""""""""""Birth order"""""""""""""""" data"	removed
41070	"Episodes containing """"""""""""""""Date of birth of baby"""""""""""""""" data"	removed
41071	"Episodes containing """"""""""""""""Status of baby at birth"""""""""""""""" data"	removed
41072	"Episodes containing """"""""""""""""Resuscitation method"""""""""""""""" data"	removed
41073	"Episodes containing """"""""""""""""Sex of baby"""""""""""""""" data"	removed
41074	"Episodes containing """"""""""""""""Weight of baby"""""""""""""""" data"	removed
41075	"Episodes containing """"""""""""""""Status of person conducting delivery"""""""""""""""" data"	removed
41076	"Episodes containing """"""""""""""""Diagnoses - secondary ICD9"""""""""""""""" data"	removed
41078	"Episodes containing """"""""""""""""Diagnoses - secondary ICD10"""""""""""""""" data"	removed
41079	"Episodes containing """"""""""""""""Diagnoses - secondary ICD10 addendum"""""""""""""""" data"	removed
41080	"Episodes containing """"""""""""""""Operative procedures - secondary OPCS4"""""""""""""""" data"	removed
41082	"Episodes containing """"""""""""""""Dates of operations"""""""""""""""" data"	removed
41083	"Episodes containing """"""""""""""""Episode start date"""""""""""""""" data"	removed
41084	"Episodes containing """"""""""""""""Episode end date"""""""""""""""" data"	removed
